Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771256710,33600,,Aggregated,90.000000,90.000000,4900,10000,11000,11000,13000,17000,25000,25000,25000,25000,25000,14694,14694,4900.0,7123.040415271571,2052.25210000026,25140.45140000053,0.0
1771256711,33600,,Aggregated,77.300000,77.300000,4900,10000,11000,11000,14000,19000,25000,25000,25000,25000,25000,15078,15078,4900.0,7560.884894243305,2052.25210000026,25140.45140000053,0.0
1771256712,33600,,Aggregated,89.600000,89.600000,5100,10000,11000,12000,16000,25000,25000,25000,26000,26000,26000,15397,15397,5100.0,7927.2017983243795,2052.25210000026,25798.71009999988,0.0
1771256713,33600,,Aggregated,105.100000,105.100000,5200,10000,11000,12000,18000,25000,25000,26000,27000,27000,27000,15590,15590,5200.0,8155.2588955805295,2052.25210000026,26842.741500000557,0.0
1771256714,34800,,Aggregated,128.000000,128.000000,7000,11000,12000,15000,26000,27000,27000,27000,41000,41000,41000,17118,17093,7000.0,9880.139696933069,2052.25210000026,40692.671700000574,1.0149550181095923
1771256716,36000,,Aggregated,140.800000,140.800000,7000,11000,12000,15000,26000,27000,27000,27000,41000,41000,43000,17124,17093,7000.0,9891.151330863133,2052.25210000026,42583.91870000014,1.2549637935061901
1771256717,37200,,Aggregated,280.800000,278.300000,10000,12000,24000,26000,29000,29000,30000,30000,41000,41000,43000,19312,19281,10000.0,11986.006036790623,2052.25210000026,42583.91870000014,1.1127796188898094
1771256719,39600,,Aggregated,281.400000,278.300000,10000,12000,24000,26000,29000,29000,30000,30000,41000,44000,45000,19348,19301,10000.0,12008.718131801754,2052.25210000026,44701.91250000062,2.6570704982427125
1771256720,40800,,Aggregated,499.800000,496.700000,10000,12000,24000,26000,29000,29000,30000,30000,41000,45000,46000,19433,19378,10000.0,12015.223895677478,2052.25210000026,45685.35619999966,2.8086245047084857
1771256721,42000,,Aggregated,501.000000,497.500000,10000,18000,27000,29000,30000,31000,31000,31000,41000,46000,47000,21773,21709,10000.0,13937.17195720851,2032.3567999985244,46743.28989999958,2.6772148991870663
1771256723,43200,,Aggregated,486.500000,481.200000,10000,18000,27000,29000,30000,31000,31000,31000,41000,46000,47000,21870,21806,10000.0,14012.73202173757,2032.3567999985244,46743.28989999958,2.6653406492912666
1771256724,44400,,Aggregated,656.700000,650.300000,11000,25000,29000,30000,31000,32000,32000,32000,41000,49000,49000,23564,23491,11000.0,15218.150244253971,2032.3567999985244,49293.92250000092,2.63694618910202
1771256725,45600,,Aggregated,656.700000,650.300000,11000,27000,29000,30000,32000,32000,32000,32000,43000,50000,50000,24455,24371,11000.0,15733.33784864038,2032.3567999985244,50388.5465000003,2.7305254549171947
1771256726,46800,,Aggregated,784.600000,777.300000,11000,27000,29000,30000,32000,32000,32000,32000,49000,52000,52000,24482,24373,11000.0,15748.449452230236,864.3441999993229,52195.44479999968,3.469487786945511
1771256727,48000,,Aggregated,733.700000,727.800000,11000,27000,29000,30000,32000,32000,32000,32000,49000,52000,53000,24495,24376,11000.0,15751.142034284576,864.3441999993229,52605.080799999996,3.6204531537048377
1771256730,49200,,Aggregated,736.500000,728.100000,11000,27000,29000,30000,32000,32000,32000,32000,49000,52000,53000,24700,24581,11000.0,15817.906608000043,864.3441999993229,52605.080799999996,3.5904048582995953
1771256731,50000,,Aggregated,527.000000,518.600000,12000,27000,30000,31000,32000,32000,37000,38000,49000,52000,53000,25724,25605,12000.0,16613.883858661207,864.3441999993229,52605.080799999996,3.4474809516404914
1771256732,50000,,Aggregated,527.000000,518.600000,12000,29000,30000,31000,32000,37000,37000,38000,49000,52000,53000,27161,27032,12000.0,17506.886174441337,864.3441999993229,52605.080799999996,4.066971024630905
1771256733,50000,,Aggregated,372.800000,367.100000,12000,29000,30000,31000,32000,37000,37000,38000,50000,53000,53000,27189,27051,12000.0,17511.022432222628,146.45039999959408,52605.080799999996,4.6235977785133695
1771256737,50000,,Aggregated,492.300000,484.500000,13000,29000,31000,32000,37000,38000,38000,39000,50000,53000,53000,28451,28300,13000.0,18370.36826587116,146.45039999959408,53257.16149999971,4.524234649045728
1771256738,50000,,Aggregated,388.400000,383.600000,15000,29000,31000,32000,37000,38000,39000,42000,51000,53000,57000,28817,28663,15000.0,18660.154323461833,146.45039999959408,57380.22039999851,4.497935246555852
1771256739,50000,,Aggregated,396.200000,392.600000,18000,30000,32000,32000,38000,42000,42000,42000,51000,57000,58000,29935,29778,18000.0,19506.36538944713,146.45039999959408,58157.37329999865,4.379388675463504
1771256740,50000,,Aggregated,411.400000,407.900000,25000,31000,32000,37000,38000,42000,42000,42000,51000,58000,60000,31245,31084,25000.0,20425.854349415844,146.45039999959408,59714.08390000033,4.265098415746519
